Q1,Q1_1_TEXT,Q1_2_TEXT,Q2,Q2_1_TEXT,Q2_2_TEXT,Q3,Q4,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Latvia,6159,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN3,https://web.archive.org/web/20200609191740/https://www.garda.com/crisis24/news-alerts/347721/latvia-authorities-relax-border-measures-from-june-3-update-7,Jun,Enter number 1-31 here,3,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Angola,1070,"No, this policy has an end date but no new policy",,,Sept,Enter number 1-31 here,14,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Angola,1070,"No, this policy has an end date but no new policy",,,Sept,Enter number 1-31 here,21,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Angola,1070,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN4,,Sept,Enter number 1-31 here,21,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Guinea-Bissau,1267,"No, this policy has an end date but no new policy",,,Aug,Enter number 1-31 here,1,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Mozambique,3266,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN5,https://web.archive.org/web/20201016230911/https://www.worldaware.com/covid-19-alert-varying-travel-restrictions-measures-remain-place-across-africa,Sept,Enter number 1-31 here,7,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Sao Tome and Principe,9585,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN6,https://web.archive.org/web/20200411125738/https://ga.usembassy.gov/u-s-citizen-services/coronavirus-update/,Mar,Enter number 1-31 here,20,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Panama,1192,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",1189,https://web.archive.org/web/20200320135415/http://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Mar,Enter number 1-31 here,23,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Panama,1192,"No, this policy has an end date but no new policy",,,Oct,Enter number 1-31 here,12,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,1661,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MS5,http://web.archive.org/web/20200503130408/http://health.gov.bz/www/component/content/article/177-general-health/1027--covid-19-alert-regarding-border-closures,Mar,Enter number 1-31 here,23,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,1662,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MS5,http://web.archive.org/web/20200503130408/http://health.gov.bz/www/component/content/article/177-general-health/1027--covid-19-alert-regarding-border-closures,Mar,Enter number 1-31 here,23,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,1664,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",1698,http://web.archive.org/web/20200323195354/http://health.gov.bz/www/component/content/article/177-general-health/1024-belize-announces-new-measures-in-response-to-covid-19,Mar,Enter number 1-31 here,16,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,1698,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MS5,http://web.archive.org/web/20200503130408/http://health.gov.bz/www/component/content/article/177-general-health/1027--covid-19-alert-regarding-border-closures,Mar,Enter number 1-31 here,23,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,1699,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MS5,http://web.archive.org/web/20200503130408/http://health.gov.bz/www/component/content/article/177-general-health/1027--covid-19-alert-regarding-border-closures,Mar,Enter number 1-31 here,23,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,1856,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",1664,http://web.archive.org/web/20200430161255/http://health.gov.bz/www/component/content/article/177-general-health/1022-ministry-of-health-advisory-no-11-update-on-covid-19,Mar,Enter number 1-31 here,15,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,7520,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MS5,http://web.archive.org/web/20200503130408/http://health.gov.bz/www/component/content/article/177-general-health/1027--covid-19-alert-regarding-border-closures,Mar,Enter number 1-31 here,23,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,MS5,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",7708,https://www.facebook.com/GOBPressOffice/photos/a.150654578303387/2815141491854669/?type=3&theater,Apr,Enter number 1-31 here,5,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Belize,7708,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SN8,https://web.archive.org/web/20201017001240if_/https://www.facebook.com/GOBPressOffice/posts/3295600097142137?__tn__=K-R,Jun,Enter number 1-31 here,5,,,
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Slovenia,3824,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",3812,https://www.garda.com/crisis24/news-alerts/327456/slovenia-additional-restrictive-measures-implemented-due-to-covid-19-march-30-update-4,Mar,Enter number 1-31 here,30,,,
